name,phone_numbers,officialPhone,email,websites,officialWebsite,facebookLink,address_line1,address_line2,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,facilityTypeId,operatorTypeId,description,specialties,procedure,equipment,capability,distinct_social_media_presence_count,affiliated_staff_presence,custom_logo_presence,engagement_metrics_n_followers,engagement_metrics_n_likes,engagement_metrics_n_engagements,latitude,longitude
Dr Rafiqul Hasan,"[""+917303555015"",""+919800760044""]",+917303555015,null,"[""http://drhasan.in/"",""https://www.vinsfertility.com/s/west-bengal/(behind-maheshmati-masjid)/doctor/dr-rafiqul-hasan""]",http://drhasan.in/,https://www.facebook.com/164837137000266,"90/34, Maheshmati Road, (behind Maheshmati Masjid)",null,Malda,West Bengal,732101.0,India,IN,doctor,private,"Specialisation: Infertility Specialist, IVF Specialist; Experience: 14 years; Location: Malda, West Bengal, India.","[""reproductiveEndocrinologyAndInfertility""]","[""IVF with ICSI for surrogacy"",""Surrogacy with Donor Eggs"",""Legal documentation and surrogacy agreements preparation"",""Embryo Freezing and Frozen Embryo Transfer (FET) for surrogacy"",""Donor Embryo Surrogacy"",""Laparoscopic and hysteroscopic surgerical interventions"",""End-to-end fertility assessments and consultations"",""Surrogacy with Self Eggs""]",[],"[""PGT-A before surrogacy transfer"",""SM support and pregnancy monitoring"",""Hormonal therapy"",""Laparoscopic and hysteroscopic surgeries"",""Infertility Specialist and IVF Specialist"",""Sex education"",""Donor egg and donor sperm programs"",""Surrogacy budget planning and EMI options"",""Preimplantation Genetic Testing (PGT)"",""Post-birth documentation and baby discharge"",""Endometrial evaluation for intended mother"",""14 years of experience"",""Medical visa and travel assistance for surrogacy couples"",""International surrogacy patient support"",""Second opinion on surrogacy eligibility"",""Ethical egg donor selection with counselling"",""Fertility diagnostics"",""Offers end-to-end surrogacy programs"",""80% success rate in surrogacy programs""]",null,true,true,null,null,null,25.00384140014640,88.1405563354492
Dr Raghav Neuro Care Centre,"[""+917310644100""]",null,null,"[""https://drraghavneurocare.com/"",""https://www.justdial.com/Mathura/Dr-Raghav-Neuro-Care-Centre-In-Vipin-Nursing-Home-Krishna-Nagar/9999PX565-X565-240714185519-Z1N4_BZDET""]",https://drraghavneurocare.com/,https://www.facebook.com/340784805793364,Vipin Nursing Home,In Vipin Nursing Home,Mathura,Uttar Pradesh,281004.0,India,IN,clinic,null,null,"[""neurology"",""spineNeurosurgery"",""familyMedicine"",""childNeurology"",""neurosurgery""]","[""Offers treatment for spinal disorders""]",null,"[""Neurology-focused clinic""]",null,true,false,null,null,null,27.50063705444330,77.6625976562500
Dr Rahul Chandran's MultiSpeciality Dental Clinic Peringome,"[""+918848240968""]",+918848240968,rahul.rule95@gmail.com,"[""https://www.facebook.com/152438161283516"",""https://www.facebook.com/p/Dr-Rahul-Chandrans-MultiSpeciality-Dental-Clinic-Peringome-61552473756535/""]",null,https://www.facebook.com/152438161283516,Payyanur-cherupuzha Rd Opposite Canara Bank,null,Peringom,Kerala,670307.0,India,IN,clinic,private,Dr Rahul Chandran's MultiSpeciality Dental Clinic Peringome,"[""dentistry"",""familyMedicine""]","[""Performs root canal treatment using modern techniques.""]",[],"[""Operates a multispeciality dental clinic.""]",1.0,true,null,30.0,26.0,2.0,12.10722064971920,75.2103118896484
Dr Rahul Kumar IndraBan Dental Clinic,"[""+919916160565""]",+919916160565,null,"[""http://www.onefivenine.com/india/Listing/Town/hospitals/Vaishali/Mahua"",""https://www.facebook.com/172490446538675""]",null,https://www.facebook.com/172490446538675,Kasba Mahua Urf Makundpur Chak,null,Mahua,Bihar,844122.0,India,IN,dentist,private,Dentist and dental office,"[""familyMedicine"",""dentistry"",""orthodontics""]","[""Performs dental surgery"",""Offers orthodontic services""]",[],"[""Dental clinic and orthodontic centre"",""Dental clinic named DrRahul Kumar IndraBan Dental Clinic""]",0.0,false,true,14.0,14.0,340.0,25.81101608276360,85.3958740234375
Dr Rahul Physiotherapy And Rehabilitation Center,"[""+919897756174""]",+919897756174,dr.rahulyadav01@gmail.com,"[""https://www.facebook.com/283354072068609""]",null,https://www.facebook.com/283354072068609,Near Shanti Lok Hospital,null,Ami Nagar Sarai,Uttar Pradesh,250606.0,India,IN,clinic,private,Physiotherapy and rehabilitation center.,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,28.98784065246580,77.3918304443359
Dr Rahul Physiotherapy Clinic,"[""+919977861703""]",null,null,"[""https://www.mappls.com/cvw278""]",null,https://www.facebook.com/941718456007688,"Cvw278, Kawardha Bemetara Simga Road",null,Pikri,Chhattisgarh,491335.0,India,IN,clinic,null,Physiotherapy Centre,"[""familyMedicine"",""physicalMedicineAndRehabilitation""]",[],[],"[""Dr Rahul Physiotherapy Clinic is a Physiotherapy Centre""]",0.0,false,false,null,null,null,21.72858047485350,81.5349273681640
Dr Rahul's Homoeopathy Clinic,"[""+919425652646""]",+919425652646,[email protected],"[""https://www.indiainfo.net/place/dr-rahuls-homoeopathic-clinic-gali-no-4-pt-deen-dayal-colony-begumganj-4642166"",""https://www.facebook.com/1610166959274172""]",null,https://www.facebook.com/1610166959274172,Deen Dayal Colony,null,Begamganj,Madhya Pradesh,464881.0,India,IN,clinic,private,This page is created to help all my patient and clients to contact me through video consulation who cannot visit personally for any reasons,"[""familyMedicine""]",null,null,null,null,true,false,null,null,null,23.59645843505850,78.3387832641601
Dr Rahuls Dental Care Center,"[""+919637763463""]",+919637763463,dr.rahusldentalcare@yahoo.co.in,"[""https://www.facebook.com/531343553604016"",""http://twitter.com/drrahulnaik2989"",""https://www.facebook.com/drrahulsdentalcarecenter/"",""https://www.dentee.com/dentist/panaji/dr-rahul-r-naik/a76669f3-530b-4328-8581-29d952f50f2a"",""https://bizgoa.in/listings/dr-rahul%27s-dental-care-center/1896""]",http://twitter.com/drrahulnaik2989,https://www.facebook.com/531343553604016,"Shop No G3 ,c1 Building",Kurtarkars Jairam Complex,Panaji,Goa,403001.0,India,IN,dentist,private,Dr Rahuls Dental Care Center,"[""pediatricDentistry"",""aestheticDentistry"",""oralAndMaxillofacialSurgery"",""dentistry"",""endodontics""]",[],[],"[""Dr Rahul R. Naik works at the clinic"",""Dental clinic named Dr Rahuls Dental Care Center located in Panaji"",""Provides comprehensive dental treatment services"",""Dr Rahul R. Naik has 10 years of experience""]",3.0,true,true,null,null,null,15.49059867858880,73.8333435058593
Dr Raja Rajeshwar,"[""+919534385774""]",null,null,"[""https://shuru.co.in/profile/slg-dr-raja-rajeshwar-pediatrician-bihar-y99gs""]",null,https://www.facebook.com/112433234407597,Near Kaliasthan,null,Begusarai,Bihar,851101.0,India,IN,doctor,null,Dr Raja Rajeshwar is a professional Pediatrician.,"[""pediatrics""]",null,null,null,5.0,true,null,null,null,null,25.41333580017090,86.1398086547851
Dr Rajan's Knee Clinic,"[""+919826200015""]",+919826200015,drsunilrajan@gmail.com,"[""drsunilrajan.com"",""http://www.drsunilrajan.com/"",""https://www.facebook.com/drrajankneeclinic/"",""https://www.linkedin.com/posts/dr-rajan-knee-clinic_dr-sunil-rajan-indores-trusted-orthopedic-activity-7293164150900350976-vKSF"",""https://www.facebook.com/195540727642671"",""https://www.behance.net/drsunilrajan""]",drsunilrajan.com,https://www.facebook.com/195540727642671,"Apollo Hospitals, Scheme No.74, Vijaynagar",null,Indore,Madhya Pradesh,452001.0,India,IN,clinic,private,Offers knee care including left total knee replacement (TKR) surgery.,"[""orthopedicSurgery"",""familyMedicine""]","[""Discusses total knee replacement as a treatment option for knee pain""]",[],"[""Orthopedic knee care specialist"",""Knee clinic"",""Has 5 reviews with 100% recommendation on Facebook""]",1.0,true,true,42112.0,null,null,22.71994400024410,75.8683166503906
Dr Rajashree Clinical & Pathological Laboratory,"[""+912228629280""]",+912228629280,null,"[""https://www.facebook.com/741975465964126"",""https://www.mappls.com/or4eup""]",null,https://www.facebook.com/741975465964126,Kasturba Cross Road Number 1,Rajdeep Building,Mumbai,Maharashtra,400066.0,India,IN,clinic,private,Pathological Lab,"[""pathology"",""familyMedicine""]",[],[],"[""Page category is Medical Center."",""Page created on April 12, 2017."",""Operates a pathological laboratory""]",1.0,true,false,2.0,2.0,0.0,19.22703170776360,72.8578338623046
Dr Rajat Rana Clinic Medicare Healthcare and Medicos,"[""+918077618183""]",+918077618183,null,"[""medicarehealthcare.com"",""https://www.mappls.com/xzvca1""]",medicarehealthcare.com,https://www.facebook.com/108860644931608,"Lane No 21, Canal Road","Taungya, Gumaniwala",Rishikesh,Uttarakhand,249204.0,India,IN,clinic,private,null,"[""familyMedicine""]",null,null,null,0.0,true,false,0.0,0.0,0.0,30.07894897460930,78.2388458251953
Dr Rajbarinder Randhawa - ENT Doctor in Tarn Taran / ENT Specialist,"[""+919592840190""]",null,null,"[""https://www.proceed.fit/clinic/Dr-Rajbarinder-Randhawa-ENT-Doctor-in-Tarn-Taran-ENT-Specialist-in-Tarn-Taran-Tarn-Taran-143401""]",null,https://www.facebook.com/809091155926611,Opposite Civil Hospital,Near Gursimrat Medical,Tarn Taran Sahib,Punjab,143401.0,India,IN,doctor,private,"ENT Specialist located in Tarn Taran, Punjab. Address: opposite Civil Hospital, near Gursimrat Medical, Mahindera Colony, Tarn Taran Sahib, Punjab 143401.","[""pediatricOtolaryngology""]",null,null,"[""Association Type: Non-Network"",""ENT Specialist clinic located in Tarn Taran, Punjab"",""Offers nasal and sinus care"",""Offers throat and voice disorder care"",""Offers advanced surgical procedures"",""State-of-the-art facilities and expert surgical care"",""Provides pediatric ENT care"",""Offers diagnosis and treatment of ear disorders""]",3.0,true,true,null,null,null,31.46006774902340,74.9214630126953
Dr Rajeev Nayan Electro Homeo Clinic,"[""+919835691667""]",null,null,"[""http://www.drrajivnayan.com/"",""https://www.justdial.com/Bettiah/Dr-Rajeev-Nayan-Electro-Homeo-Clinic-Bairiya-Farm/9999P6254-6254-171230192750-H2D5_BZDET""]",http://www.drrajivnayan.com/,https://www.facebook.com/101300015539503,Kaviwar Nepali Path,"Lal Bazar, Bairiya Farm",Bettiah,Bihar,845438.0,India,IN,clinic,null,null,"[""familyMedicine""]",[],[],"[""Listed on JustDial as a homeopathic clinic and homeopathic doctors"",""Located in Bettiah, Bihar"",""Provides homeopathic medical services"",""Has a rating of 4.4 based on 7 reviews on JustDial""]",1.0,false,false,null,null,null,26.79905509948730,84.5091705322265
Dr Rajeev's Homoeo Clinic,"[""+919570920026""]",+919570920026,null,"[""http://www.onefivenine.com/india/Listing/Town/hospitals/Madhubani/Madhubani""]",null,https://www.facebook.com/251321242094018,Bara Bazar,null,Madhubani,Bihar,847200.0,India,IN,clinic,private,null,"[""familyMedicine""]",[],[],[],0.0,false,true,0.0,0.0,0.0,26.35073280334470,86.0684204101562
Dr Rajendra C Lalani Clinic,"[""+912812232213""]",null,null,"[""https://www.mappls.com/place-dr+rajendra+c+lalani-canal+road-mill+para-rajkot-gujarat-360002-APW39P@zdata=MjIuMjg5MTQxKzcwLjgwMjM5NysxNytBUFczOVArK25yed""]",null,https://www.facebook.com/285019218588991,Bhakti Nagar,null,Rajkot,Gujarat,360002.0,India,IN,clinic,null,Clinic,"[""familyMedicine""]",[],[],"[""DIGIPIN code: JTF-T79-74PM"",""Operates as a clinic"",""Has Mappls Pin: apw39p""]",null,null,false,null,null,null,22.28927993774410,70.8024291992187
Dr Rajendra Sope's Millennium Smile Clinic,"[""+912532314141""]",null,null,"[""https://www.practo.com/nashik/clinic/dr-rajendra-sope-s-millennium-smile-clinic-sharanpur""]",https://www.practo.com/nashik/clinic/dr-rajendra-sope-s-millennium-smile-clinic-sharanpur,https://www.facebook.com/236696286504982,"F3, Utility Centre",Opp. Rajiv Gandhi Bhavan,Nashik,Maharashtra,422001.0,India,IN,clinic,null,"beautifying smiles is our motto.we do aesthetic and cosmetic dentistry by porcelain laminates, veneers,bleaching ,laser treatment for gums and many more.","[""dentistry"",""familyMedicine""]","[""Bleaching"",""Porcelain laminates"",""Laser treatment for gums"",""Veneers""]",null,"[""Located in Sharanpur, Nashik"",""Cosmetic dentistry services""]",null,null,null,null,null,null,20.00151443481440,73.7761535644531
Dr Rajesh Clinic and Children Hospital,"[""+919760733500"",""+919411623500""]",+919760733500,contactus@drrajeshclinic.com,"[""https://drrajeshclinic.com/meet-our-doctors/"",""https://drrajeshclinic.com/contact/"",""https://www.facebook.com/drrajeshclinic/"",""https://www.facebook.com/792344404202395"",""http://www.drrajeshclinic.com/"",""drrajeshclinic.com"",""https://www.mappls.com/place-dr+rajesh+clinic+and+children+hospital-nh+509-bahjoi-uttar+pradesh-244410-Z14FQI@zdata=MjguMzkwMjg5Kzc4LjYyNDEwNCsxNytaMTRGUUkrK25yed""]",drrajeshclinic.com,https://www.facebook.com/792344404202395,Nh 509,District Sambhal,Bahjoi,Uttar Pradesh,244410.0,India,IN,hospital,private,"Dr. Rajesh Clinic and Children's Hospital is a trusted healthcare destination dedicated to providing exceptional medical care for children and families. Equipped with modern facilities and a compassionate team, we ensure your loved ones receive the best treatment in a caring environment.","[""pediatrics"",""familyMedicine"",""neonatologyPerinatalMedicine"",""internalMedicine"",""emergencyMedicine""]","[""Vaccination administration for children"",""Thrombolytic Therapy for acute ischemic stroke in NICU (as documented in case study)""]","[""Wall-mounted oxygen delivery equipment visible in examination area"",""Stethoscope used for pediatric examination"",""Infant examination bed with side rails visible in images""]","[""Provides pediatrics and neonatology services"",""Offers inpatient and outpatient services"",""Established in 1983"",""Offers on-site laboratory services"",""Provides 24/7 emergency care"",""Staffed by pediatricians and neonatologists"",""Has NICU/PICU beds (10+)"",""Has 50+ ready beds"",""Provides adolescent medicine services"",""Provides pediatric vaccination program following WHO and government guidelines""]",1.0,false,true,894.0,730.0,null,28.39059257507320,78.6238327026367
Dr Rajesh Upadhyay Homeo Consulting Chamber,"[""+917512231116"",""+919425097778""]",+917512231116,null,"[""https://www.facebook.com/1617808201577754""]",null,https://www.facebook.com/1617808201577754,Daulat Ganj Road,null,Gwalior,Madhya Pradesh,474001.0,India,IN,hospital,null,null,"[""internalMedicine""]",[],[],[],1.0,true,null,3.0,3.0,0.0,26.20172882080070,78.1553344726562
Dr Rajesh Vyas Children Hospital,"[""+912652281860""]",null,null,"[""https://www.practo.com/vadodara/hospital/dr-rajesh-vyas-children-hospital-jawahar-nagar"",""https://www.practo.com/vadodara/hospital/dr-rajesh-vyas-children-hospital-jawahar-nagar/services""]",null,https://www.facebook.com/479314592105102,"4, Bhagyodaya Shopping Centre Opp Sahyog Police Station, Refinery Rd, Gorwa",Jawahar Nagar,Vadodara,Gujarat,390016.0,India,IN,hospital,null,"Dr Rajesh Vyas children hospital is a Hospital in Jawahar Nagar, Vadodara.","[""pediatrics"",""internalMedicine""]",[],[],[],5.0,null,false,null,null,null,22.33646202087400,73.1508178710937
Dr Rajgire Family Clinic,"[""+919860864822""]",+919860864822,abhayrajgire@gmail.com,"[""https://www.facebook.com/361765267719763""]",null,https://www.facebook.com/361765267719763,"Umred Road, Bahadura Fata",null,Nagpur,Maharashtra,441204.0,India,IN,clinic,private,null,"[""pathology"",""familyMedicine""]",null,null,null,null,null,null,null,null,null,21.11252975463860,79.1329345703125
Dr Rajib Debnath Orthopaedic Clinic,"[""+918014279242""]",null,null,"[""https://www.instagram.com/ayurvedicorthopaedicclinic"",""https://www.lybrate.com/agartala/clinic/dr-rajib-debnath-paradise-chaumuhani""]",https://www.instagram.com/ayurvedicorthopaedicclinic,https://www.facebook.com/105503868893412,"45, Hgb Road",null,Agartala,Tripura,799001.0,India,IN,clinic,null,null,"[""orthopedicSurgery"",""familyMedicine""]",null,null,"[""Has 1 doctor on staff"",""Dr Rajib Debnath is an orthopedic doctor practicing at the clinic"",""Operates as an outpatient orthopedic clinic""]",3.0,true,false,null,null,null,23.82888221740720,91.2760772705078
Dr Rajni Jalota - Ayurveda,"[""+918146599914""]",+918146599914,drrajnijalotaayurveda@gmail.com,"[""https://drrajnijalotaayurveda.com/"",""https://www.facebook.com/111458000446184"",""drrajnijalotaayurveda.com"",""https://www.facebook.com/100063698211752/about/""]",drrajnijalotaayurveda.com,https://www.facebook.com/111458000446184,Pandusar Street,null,Nabha,Punjab Region,147201.0,India,IN,doctor,null,Ayurvedic Treatment of Infertility/PCOS/ Endometriosis/Ovarian Cysts,"[""reproductiveEndocrinologyAndInfertility"",""gynecologyAndObstetrics""]",[],[],"[""Offers Ayurvedic treatment programs for infertility, PCOS, endometriosis, and ovarian cysts""]",1.0,true,null,795.0,null,null,30.37905693054190,76.1544036865234
Dr Rajput Clinic,"[""+919920371509""]",+919920371509,drrajputfertilityclinic@gmail.com,"[""https://www.facebook.com/401870453335103"",""https://www.facebook.com/PrabhulalRajput/""]",null,https://www.facebook.com/401870453335103,Rajput Niwas,"Ganesh Nagar, Kalyan-bhiwandi Road",Bhiwandi,Maharashtra,421305.0,India,IN,clinic,null,B.A.M.S. Doctor with expertise in Male and Female Infertility with over 30+ years of experience,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,19.28702926635740,73.0706787109375
Dr Rajshekhar - Bone & Joints Clinic,"[""+918553915819""]",+918553915819,rajshekharkollar@gmail.com,"[""https://www.facebook.com/101542992572060""]",null,https://www.facebook.com/101542992572060,"Wellness Hospital, Sangareddy X Road","Mumbai Highway, Pothireddy Pally",Sangareddy,Telangana,502295.0,India,IN,clinic,null,"Bone and Joints Clinic by Dr. Rajshekhar M.B.B.S, M.S ORTHO, FIJR Provides u Fracture treatment- Nailing, Plating, Ilizarov. Total Knee Replacement, Partial knee replacement Hip Replacement, Deformity correction, Intra Articular injections.","[""familyMedicine""]","[""Provides fracture treatment using nailing, plating, and Ilizarov techniques"",""Performs deformity correction"",""Performs hip replacement"",""Performs total knee replacement"",""Provides intra-articular injections"",""Performs partial knee replacement""]",[],[],null,null,null,null,null,null,17.58892059326170,78.0805969238281
Dr Raju Hair Transplant Clinic,"[""+919666840000"",""+919032727278""]",+919032727278,drrajuht@gmail.com,"[""https://www.drrajuhairtransplant.com/"",""https://www.facebook.com/drrajuhairtransplant/"",""https://www.facebook.com/103734131483193"",""https://drrajuhairtransplant.com/"",""drrajuhairtransplant.com""]",drrajuhairtransplant.com,https://www.facebook.com/103734131483193,"D No : #55-1-44, Srinivasa Nilayam First Floor","J.r. Nagar, New Venkojipalem",Visakhapatnam,Andhra Pradesh,530022.0,India,IN,clinic,private,"Hair transplantation clinic led by Dr PLN RAJU, ENT Head & Neck Surgeon; offers Hair Transplantation, Micro Pigmentation, Hair Restoration, Reduction of Unwanted Hair","[""plasticSurgery"",""familyMedicine"",""headAndNeckSurgeryOtolaryngology""]","[""The procedure uses a specialised punch device with a diameter of 0.6 mm to 0.9 mm to extract follicular units"",""The method is minimally invasive with micro FUE and no strip excision"",""The procedure allows most patients to return to work the next day"",""Performs FUE hair transplant procedure (Follicular Unit Extraction)"",""Procedure is performed under local anesthesia"",""Offers Micro Pigmentation as a service"",""FUE hair transplant procedure (Follicular Unit Extraction) is performed under local anaesthesia"",""The transplant is performed under a high-powered microscope with specially designed instruments for precision"",""Uses micro FUE technique with no strip harvesting"",""Offers Reduction of Unwanted Hair as a service"",""Donor follicles are harvested from the back of the scalp and grafted to bald or thinning areas"",""Patients can return to work the next day"",""Surgeons manually implant each hair without robotic assistance"",""Hair replacement service in Vizag (Visakhapatnam)"",""Produces minimal scarring and natural-looking, dense hair restoration"",""Transplantation of follicular units is performed manually by surgeons under a high-powered microscope"",""Uses a punch device with diameter of 0.6mm to 0.9mm for follicular unit extraction"",""Offers Hair Restoration as a service""]","[""Specialised 0.6–0.9 mm punch device for follicular unit extraction"",""High-powered microscope used during hair transplantation"",""Punch device with 0.6–0.9 mm diameter for follicular unit extraction""]","[""Member of AHRS and ISFARO"",""Provides Hair Transplantation, Micro Pigmentation, Hair Restoration, and Reduction of Unwanted Hair services"",""Offers flexible appointments and urgent care"",""Lead surgeon Dr Raju is an ENT Head & Neck Surgeon (DLO, FAGE)"",""Dr Raju is ENT Head & Neck Surgeon (DLO, FAGE) trained in Facial Aesthetic Surgery"",""Offers hair transplantation and facial aesthetic surgeries using advanced technologies"",""Has performed thousands of hair transplant surgeries"",""Uses advanced technologies in surgical hair treatment and facial aesthetic surgeries"",""Based in Visakhapatnam, India"",""Guarantees satisfactory results with customized outcomes by age, expectations and ethnicity"",""Offers hair transplantation and facial aesthetic surgeries""]",3.0,true,true,null,null,null,17.74490737915030,83.3279266357421
Dr Raju Singhal Nursing Home,"[""+919461301231""]",+919461301231,null,"[""https://www.justdial.com/Rajouri/Dr-Raju-Singhal-Nursing-Home/9999P1962-1962-190911000458-J8H1_BZDET"",""https://www.mappls.com/place-dr+raju+singhal+nursing+home-raisinghnagar-rajasthan-335051-38SGHA@zdata=MjkuNTMyOTUyKzczLjQ0OTQwOCsxNyszOFNHSEErKw==ed""]",null,https://www.facebook.com/1712253455737540,38sgha,null,Raisinghnagar,Rajasthan,335051.0,India,IN,hospital,null,Dr Raju Singhal Nursing Home is a hospital.,"[""internalMedicine""]",[],[],[],0.0,false,false,0.0,0.0,0.0,29.53295326232910,73.4494323730468
Dr Rakesh Choksi Shreeji Hospital,"[""+912812575111"",""+912812515111""]",+912812515111,null,"[""https://www.facebook.com/163962767667942""]",null,https://www.facebook.com/163962767667942,Gurugovark Marg,Saurashtra Kala Kendra Rajkot,Rajkot,Gujarat,360007.0,India,IN,hospital,null,null,"[""internalMedicine""]",[],[],[],1.0,false,false,14.0,14.0,3.0,22.29712104797360,70.7752838134765
Dr Rakesh Mittal Clinic,"[""+911352715650""]",null,null,"[""https://www.mappls.com/place-dr+rakesh+mittal+clinic-chakrata+road-chukkuwala-dehradun-uttarakhand-248001-8elfpk@zdata=MzAuMzI2MzMrNzguMDM1NzkrMTcrOGVsZnBrKys=ed"",""https://www.eka.care/doctor/dr-rakesh-mittal-internal-medicine-dehradun""]",null,https://www.facebook.com/117720011371915,"Chakrata Road, Chukkuwala","Dehradun City, Connaught Place, Near Natraj Cinema",Dehradun,Uttarakhand,248001.0,India,IN,clinic,private,Clinic,"[""familyMedicine"",""internalMedicine""]",[],[],"[""Located in Dehradun, Uttarakhand, India"",""Uttarakhand Medical Council registration number 27374 (registered in 1982)"",""Educational qualifications MBBS/MD"",""Has 43 years of clinical experience"",""Offers video consultations"",""Specializes in Internal Medicine"",""Provides outpatient services (in-clinic visits) at Dr Rakesh Mittal Clinic"",""Speaks English""]",null,true,false,null,null,null,30.32626152038570,78.0357513427734
Dr Rakhi Gupta Best Dental in Paschim Vihar Best Dentist in Paschim Vihar,"[""01126952758""]",null,null,"[""https://chotu.com/local/dental-clinics-in-paschim-vihar-new-delhi-delhi-ncr-delhi-ncr-india/ct-18418724/"",""http://drrakhigupta.com/""]",http://drrakhigupta.com/,null,314 Ground Floor,Ambica Vihar,New Delhi,Delhi,110087.0,India,IN,dentist,null,Dr Rakhi Gupta Best Dental in Paschim Vihar Best Dentist in Paschim Vihar Dental Implant in Paschim vihar,"[""dentistry"",""prosthodontics""]","[""Provides dental implant procedures""]",null,"[""Offers dental implant services at Paschim Vihar location""]",null,null,null,null,null,null,28.53104591369620,77.2935409545898
Dr Raman Dental,"[""+917799900545"",""+919966615150""]",+917799900545,dr.ramanortho1@gmail.com,"[""https://www.facebook.com/1831870643738029/"",""https://www.facebook.com/1831870643738029"",""drramandental.com"",""https://www.eka.care/clinic/dr-raman-dental"",""https://www.linkedin.com/home?trk=nav_responsive_tab_home"",""https://drramandental.in/""]",drramandental.com,https://www.facebook.com/1831870643738029,"Vivekananda Street, Opp Sbi, Sahara Road.","Opp. Sbi, Vivekanand Nagar",Hyderabad,Telangana,500068.0,India,IN,clinic,private,"This clinic specializes in dental implants, smile designing, and orthodontics.","[""familyMedicine"",""orthodontics"",""dentistry""]","[""Performs dental implant placement"",""Invisalign"",""Dental Implants"",""Smile Designing"",""Root Canal Treatment"",""Teeth Whitening"",""Performs smile designing"",""Pediatric Dentistry"",""Provides orthodontic treatment"",""Dental Braces"",""Tooth Extraction"",""Offers Invisalign treatment""]","[""Uses state-of-the-art dental technology""]","[""Outpatient dental care"",""Dr. Shruti Kanuganti of Raman Dental received the Nandi Award in 2025"",""Describes itself as a globally leading advanced multispeciality dental hospital"",""Specializes in dental implants, smile designing, and orthodontics"",""Operates for over 15 years"",""Dr. Shruti Kanuganti received the Platinum Invisalign Provider Award 2024"",""Offers Invisalign treatment"",""Has a dedicated dental team including Dr. Shruthi (Orthodontist), Dr. Raman (Orthodontist), Dr. M. Anusha BDS, Dr. S. Haritha BDS MDS, Dr. Vamsisilpa K BDS"",""Multispeciality dental hospital in Hyderabad""]",1.0,true,null,527.0,501.0,null,17.38161468505850,78.5001754760742
Dr Raman Jindal Orthopedic Hospital,"[""+918279574755"",""+918171887159""]",+918279574755,ramanjindalortho@gmail.com,"[""ramanmsortho.godaddysites.com"",""https://www.justdial.com/Meerut/Dr-Raman-Jindal-Sangeeta-Nursing-Home-Mawana-Road/9999PX121-X121-221225032922-U6S1_BZDET"",""https://www.exportersindia.com/jaiparkash-hospital/"",""https://www.facebook.com/105889259043745"",""https://www.exportersindia.com/phoenix-hospital/"",""https://www.exportersindia.com/dr-raman-jindal-orthopedic-clinic-meerut-meerut/"",""https://ramanmsortho.godaddysites.com/""]",ramanmsortho.godaddysites.com,https://www.facebook.com/105889259043745,A-14 Mawana Rd,"Police Check Post, Ganga Nagar",Meerut,Uttar Pradesh,250001.0,India,IN,hospital,private,"Dr Raman Jindal's Orthopedic Hospital in Meerut is a premier medical facility dedicated to providing comprehensive orthopedic care. Under the expert leadership of Dr. Raman Jindal, a highly respected orthopedic surgeon with over two decades of experience, the hospital offers a wide range of services to address various musculoskeletal conditions.","[""criticalCareMedicine"",""orthopedicSportsMedicine"",""jointReconstructionSurgery"",""familyMedicine"",""gynecologyAndObstetrics"",""internalMedicine"",""orthopedicSurgery"",""psychiatry"",""endocrinologyAndDiabetesAndMetabolism""]","[""Performs hip replacement surgery"",""Performs knee replacement surgery"",""Performs fracture repair surgery"",""Hip replacement surgeries"",""Knee replacement surgeries"",""Trauma surgeries"",""Orthopedic consultations for bone, joint, muscle and deformity related conditions"",""TENS therapy"",""Performs arthroscopic procedures""]","[""Digital X-Ray imaging system""]","[""Dr Raman Jindal has over 20 years of experience in orthopedic surgery"",""Listed under Orthopedic Hospitals category on ExportersIndia"",""Specializes in knee replacement and hip replacement surgeries"",""Orthopedic clinic located in Meerut, Uttar Pradesh"",""Provides orthopedic hospital/clinic services"",""Provides orthopedic consultations (outpatient)"",""Specializes in sports injuries"",""Specializes in fracture repair and arthroscopic procedures"",""Center has performed more than 500 knee and hip joint replacement surgeries"",""Performs complex trauma surgeries""]",4.0,true,true,null,null,null,29.00566482543940,77.7433929443359
Dr Ramesh Amate Ayush Clinic,"[""08147552782""]",null,null,"[""https://drrameshamate.getmy.clinic/"",""https://www.mappls.com/hospitals/near/12.867470,77.579516""]",https://drrameshamate.getmy.clinic/,null,"Shidhi Vinayaka Clinic, Next Union Bank, Jumbo Sawari Road",null,Bengaluru,Karnataka,560083.0,India,IN,clinic,private,null,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,12.86656570434570,77.5780258178711
Dr Ramesh Bhargav Clinic,"[""+917557350403""]",+917557350403,null,"[""https://www.facebook.com/194325817741720""]",null,https://www.facebook.com/194325817741720,Berasia Road,null,Bhopal,Madhya Pradesh,462001.0,India,IN,clinic,null,null,"[""familyMedicine""]",[],[],[],1.0,null,null,16.0,16.0,1.0,23.27799415588370,77.4039077758789
